0.000000000000000000e+00 8.605890353381147051e-01 0.000000000000000000e+00
1.010101010101010187e-02 7.039721610848184152e-01 -2.164469407197808920e-02
2.020202020202020374e-02 5.034586006830549243e-01 -4.185285684901726005e-02
3.030303030303030387e-02 2.929456018963555453e-01 -6.103365792687663605e-02
4.040404040404040747e-02 1.108091487507538581e-01 -7.961667183629125844e-02
5.050505050505051108e-02 -9.704995945536098317e-03 -9.797356769907643315e-02
6.060606060606060774e-02 -4.808822823141258029e-02 -1.163502676552103099e-01
7.070707070707071829e-02 -4.569349836567075055e-04 -1.348250968394462401e-01
8.080808080808081495e-02 1.210842445064365391e-01 -1.533008584489115589e-01
9.090909090909091161e-02 2.932560524915499567e-01 -1.715295345681076555e-01
1.010101010101010222e-01 4.888261145253715023e-01 -1.891597900108593910e-01
1.111111111111111188e-01 6.834192788695050425e-01 -2.057925429242256632e-01
1.212121212121212155e-01 8.592992985056824295e-01 -2.210307049206048369e-01
1.313131313131313260e-01 1.005249013473198838e+00 -2.345153738070856753e-01
1.414141414141414366e-01 1.114033472433848981e+00 -2.459487234129355548e-01
1.515151515151515194e-01 1.180339898821227473e+00 -2.551087672899131631e-01
1.616161616161616299e-01 1.201402454974475953e+00 -2.618602000071699187e-01
1.717171717171717404e-01 1.180050108285870092e+00 -2.661600411419871026e-01
1.818181818181818232e-01 1.127490562225780035e+00 -2.680518624659975480e-01
1.919191919191919338e-01 1.062734035839741908e+00 -2.676429174146875423e-01
2.020202020202020443e-01 1.007640945424067569e+00 -2.650653486804069314e-01
2.121212121212121271e-01 9.796020803151913592e-01 -2.604315796697789787e-01
2.222222222222222376e-01 9.855095850996202778e-01 -2.537988267180935620e-01
2.323232323232323482e-01 1.019732406624018983e+00 -2.451550349232297366e-01
2.424242424242424310e-01 1.066245820979241810e+00 -2.344303689183382944e-01
2.525252525252525415e-01 1.103039212691796944e+00 -2.215299130532708827e-01
2.626262626262626521e-01 1.106697533376671094e+00 -2.063785864348276489e-01
2.727272727272727626e-01 1.056181184177393151e+00 -1.889689238641822921e-01
2.828282828282828731e-01 9.359577308680333552e-01 -1.694040094127545470e-01
2.929292929292929282e-01 7.388782338555037743e-01 -1.479291720333234805e-01
3.030303030303030387e-01 4.685680268874525267e-01 -1.249465737440760699e-01
3.131313131313131493e-01 1.404689886025606294e-01 -1.010078117431922051e-01
3.232323232323232598e-01 -2.194646190520859186e-01 -7.678240758619661599e-02
3.333333333333333703e-01 -5.787638947509496923e-01 -5.300484470876859477e-02
3.434343434343434809e-01 -9.042472121799939311e-01 -3.040831212365961711e-02
3.535353535353535914e-01 -1.167632772108976535e+00 -9.656993725225451741e-03
3.636363636363636465e-01 -1.348844318246946949e+00 8.711643779199983867e-03
3.737373737373737570e-01 -1.436261592106080176e+00 2.432781864053400536e-02
3.838383838383838675e-01 -1.425180423449100786e+00 3.701314646155360460e-02
3.939393939393939781e-01 -1.316840822442503445e+00 4.679023956479114871e-02
4.040404040404040886e-01 -1.119291006777985764e+00 5.388017661774300443e-02
4.141414141414141992e-01 -8.490145655364191857e-01 5.868607937464754426e-02
4.242424242424242542e-01 -5.308066775679043392e-01 6.175947613106964884e-02
4.343434343434343647e-01 -1.945269435543729442e-01 6.374970448106812015e-02
4.444444444444444753e-01 1.300069703469754201e-01 6.534297957414510194e-02
4.545454545454545858e-01 4.170828149745720026e-01 6.720154794412644406e-02
4.646464646464646964e-01 6.463609629211205521e-01 6.991121888522210115e-02
4.747474747474748069e-01 8.023387211513539619e-01 7.393985924356318018e-02
4.848484848484848619e-01 8.745615098754834227e-01 7.960575849620350752e-02
4.949494949494949725e-01 8.599750948671514017e-01 8.705629505090582698e-02
5.050505050505050830e-01 7.660642133710415802e-01 9.626170375103648702e-02
5.151515151515152491e-01 6.117838410842852959e-01 1.070303492910223558e-01
5.252525252525253041e-01 4.242734421893672447e-01 1.190474058933167489e-01
5.353535353535353591e-01 2.321377709972442804e-01 1.319302383188727945e-01
5.454545454545455252e-01 5.846029396515776966e-02 1.452867729605235858e-01
5.555555555555555802e-01 -8.311819989268641462e-02 1.587626021516390373e-01
5.656565656565657463e-01 -1.878868264309715708e-01 1.720688196706951223e-01
5.757575757575758013e-01 -2.563980255951079368e-01 1.849916338096247448e-01
5.858585858585858563e-01 -2.905158030047613749e-01 1.973912400603896611e-01
5.959595959595960224e-01 -2.916859169157499099e-01 2.091980174100123158e-01
6.060606060606060774e-01 -2.620369686817756172e-01 2.204095781145666011e-01
6.161616161616162435e-01 -2.068980920519114253e-01 2.310864240580112750e-01
6.262626262626262985e-01 -1.365425167796006922e-01 2.413410720786890173e-01
6.363636363636364646e-01 -6.564018951656151735e-02 2.513170903334661088e-01
6.464646464646465196e-01 -1.057366951411294748e-02 2.611591626857504567e-01
6.565656565656565746e-01 1.397829301710907905e-02 2.709796583223647581e-01
6.666666666666667407e-01 -2.554243564401137683e-03 2.808286781769509521e-01
6.767676767676767957e-01 -6.610557892780219436e-02 2.906724858214271845e-01
6.868686868686869618e-01 -1.788405456478268929e-01 3.003813978860078171e-01
6.969696969696970168e-01 -3.398233639413400509e-01 3.097253664843139798e-01
7.070707070707071829e-01 -5.438894481657550184e-01 3.183758887731796272e-01
7.171717171717172379e-01 -7.785240455687614247e-01 3.259165458479533206e-01
7.272727272727272929e-01 -1.020685451013882084e+00 3.318685404483493473e-01
7.373737373737374590e-01 -1.236679533302701639e+00 3.357377160486150203e-01
7.474747474747475140e-01 -1.387256739904027425e+00 3.370833133746174992e-01
7.575757575757576801e-01 -1.437242414351506792e+00 3.355980633587078987e-01
7.676767676767677351e-01 -1.366016774362059705e+00 3.311799648286639641e-01
7.777777777777777901e-01 -1.174359872621427492e+00 3.239743614024623297e-01
7.878787878787879562e-01 -8.848704228046841980e-01 3.143723497064485617e-01
7.979797979797980112e-01 -5.364637316206565254e-01 3.029646642571348081e-01
8.080808080808081773e-01 -1.758218674305332407e-01 2.904622665710683838e-01
8.181818181818182323e-01 1.510048240983145607e-01 2.776010853579526927e-01
8.282828282828283983e-01 4.050559613526801828e-01 2.650480458122144167e-01
8.383838383838384534e-01 5.588048979797328730e-01 2.533215667426574891e-01
8.484848484848485084e-01 5.986824963256575094e-01 2.427353894749161856e-01
8.585858585858586745e-01 5.256852353617726958e-01 2.333708885592321036e-01
8.686868686868687295e-01 3.537426643819655547e-01 2.250791051935159270e-01
8.787878787878788955e-01 1.060750717720964215e-01 2.175091719744826624e-01
8.888888888888889506e-01 -1.892485445823771928e-01 2.101556964062444022e-01
8.989898989898991166e-01 -5.031323523921795715e-01 2.024160387247883608e-01
9.090909090909091717e-01 -8.079528158851408959e-01 1.936496850890579435e-01
9.191919191919192267e-01 -1.079209197823008948e+00 1.832346163918335269e-01
9.292929292929293927e-01 -1.297182595944635475e+00 1.706173046626266454e-01
9.393939393939394478e-01 -1.448975184761015722e+00 1.553529516193810911e-01
9.494949494949496138e-01 -1.530336474312161243e+00 1.371318080756539493e-01
9.595959595959596689e-01 -1.546095045401819190e+00 1.157878475248618894e-01
9.696969696969697239e-01 -1.508277371726445493e+00 9.128891289917578922e-02
9.797979797979798899e-01 -1.431952757040420243e+00 6.371217524986670655e-02
9.898989898989899450e-01 -1.330285397028508676e+00 3.321338320398498772e-02
1.000000000000000000e+00 -1.211199428031986436e+00 0.000000000000000000e+00
